worker_id,date,temperature,humidity,rain_mm,precipitation_mm,aqi,uv_index,cloud_cover,severity_score,insurance_applicable,claim_amount
W1213,2024-04-23 17:04:20.064563,33.9,64.9,0.0,0.0,72,0.0,84.0,0.0,0,0.0
W1214,2025-12-10 17:04:20.064563,22.1,82.0,0.0,0.0,96,1.1,82.6,0.0,1,34.8
W1215,2024-05-27 17:04:20.064563,37.5,64.9,1.0,1.0,84,0.0,82.4,5.0,0,0.0
W1216,2024-11-13 17:04:20.064563,18.3,93.6,0.0,0.0,52,0.0,47.0,0.0,0,0.0
W1217,2025-12-24 17:04:20.064563,27.8,67.0,1.8,1.8,52,0.7,29.1,0.0,0,0.0
W1218,2026-02-16 17:04:20.064563,16.6,91.4,0.0,0.0,75,0.1,41.5,0.0,0,0.0
W1219,2025-01-06 17:04:20.064563,45.0,38.7,0.0,0.0,62,0.0,68.7,20.0,1,200.54
W1220,2024-11-05 17:04:20.064563,13.1,81.1,16.8,16.8,15,0.9,53.0,4.2,0,0.0
W1221,2024-06-18 17:04:20.064563,28.1,65.2,1.8,1.8,56,0.0,62.4,0.0,0,0.0
W1222,2025-06-05 17:04:20.064563,31.3,62.2,0.0,0.0,68,0.0,69.4,0.0,0,0.0
W1223,2024-06-26 17:04:20.064563,29.1,49.7,0.0,0.0,66,0.0,91.8,0.0,0,0.0
W1224,2025-12-26 17:04:20.064563,23.1,83.9,0.0,0.0,88,0.3,94.4,0.0,0,0.0
W1225,2026-03-08 17:04:20.064563,23.7,46.8,0.0,0.0,28,0.2,84.0,0.0,0,0.0
W1226,2024-06-28 17:04:20.064563,25.4,99.0,0.0,0.0,57,0.0,6.5,0.0,0,0.0
W1227,2025-06-15 17:04:20.064563,23.5,89.7,0.0,0.0,88,0.0,97.9,0.0,0,0.0
W1228,2024-09-04 17:04:20.064563,34.6,55.4,0.0,0.0,59,0.0,70.4,0.0,0,0.0
W1229,2026-02-26 17:04:20.064563,45.0,42.6,0.0,0.0,48,0.1,69.3,20.0,1,426.19
W1230,2025-01-18 17:04:20.064563,19.4,83.9,0.0,0.0,58,0.0,2.3,0.0,0,0.0
W1231,2024-04-16 17:04:20.064563,11.3,87.2,5.4,5.4,69,0.0,47.9,0.0,0,0.0
W1232,2024-05-04 17:04:20.064563,24.1,75.8,0.0,0.0,66,0.0,62.6,0.0,0,0.0
W1233,2025-02-13 17:04:20.064563,45.0,41.1,0.4,0.4,55,0.0,27.9,20.0,1,129.49
W1234,2024-05-14 17:04:20.064563,17.0,83.6,4.3,4.3,71,0.0,8.3,0.0,0,0.0
W1235,2025-01-12 17:04:20.064563,41.4,49.7,0.0,0.0,77,0.0,53.2,12.799999999999997,1,137.16
W1236,2025-03-20 17:04:20.064563,41.8,34.2,0.0,0.0,44,0.1,44.6,13.599999999999994,1,196.55
W1237,2025-04-05 17:04:20.064563,19.5,81.2,0.5,0.5,70,0.0,4.4,0.0,0,0.0
W1238,2025-06-02 17:04:20.064563,30.7,65.6,0.0,0.0,42,0.4,51.9,0.0,0,0.0
W1239,2024-08-14 17:04:20.064563,41.3,49.4,0.0,0.0,91,0.4,10.8,12.599999999999994,1,92.55
W1240,2024-11-23 17:04:20.064563,21.2,76.0,5.4,5.4,81,0.3,42.5,0.0,0,0.0
W1241,2025-09-12 17:04:20.064563,23.0,86.9,0.0,0.0,61,0.1,27.0,0.0,0,0.0
W1242,2025-05-13 17:04:20.064563,19.2,77.7,0.0,0.0,88,0.0,97.0,0.0,0,0.0
W1243,2025-10-18 17:04:20.064563,14.9,90.0,11.0,11.0,29,0.0,3.5,2.75,0,0.0
W1244,2026-02-14 17:04:20.064563,18.5,95.2,0.0,0.0,63,0.0,56.0,0.0,0,0.0
W1245,2024-09-18 17:04:20.064563,12.8,90.1,0.0,0.0,54,1.1,15.2,0.0,0,0.0
W1246,2024-09-08 17:04:20.064563,25.3,74.1,0.0,0.0,64,2.3,31.9,0.0,0,0.0
W1247,2024-09-13 17:04:20.064563,17.3,83.1,10.7,10.7,44,0.6,18.4,2.675,0,0.0
W1248,2024-06-06 17:04:20.064563,27.3,81.4,0.0,0.0,64,0.4,99.5,0.0,0,0.0
W1249,2025-12-02 17:04:20.064563,9.4,93.3,7.8,7.8,46,1.1,3.2,0.0,1,49.39
W1250,2025-04-13 17:04:20.064563,28.3,80.4,0.0,0.0,66,1.5,54.1,0.0,0,0.0
W1251,2025-12-12 17:04:20.064563,33.3,59.0,0.5,0.5,87,0.0,60.8,0.0,1,31.52
W1252,2026-02-15 17:04:20.064563,5.1,93.8,0.0,0.0,22,2.9,77.2,0.0,0,0.0
W1253,2024-11-19 17:04:20.064563,28.7,73.7,0.0,0.0,100,1.6,62.6,0.0,0,0.0
W1254,2025-08-09 17:04:20.064563,37.3,51.0,7.6,7.6,39,0.0,23.1,4.599999999999994,0,0.0
W1255,2025-11-05 17:04:20.064563,12.9,96.8,6.0,6.0,47,0.0,59.8,0.0,0,0.0
W1256,2024-08-11 17:04:20.064563,41.7,20.1,0.0,0.0,87,2.8,97.5,13.400000000000006,0,0.0
W1257,2024-11-10 17:04:20.064563,29.2,66.3,4.9,4.9,62,1.0,84.8,0.0,0,0.0
W1258,2025-07-03 17:04:20.064563,17.9,78.5,0.0,0.0,70,0.0,45.3,0.0,0,0.0
W1259,2025-12-31 17:04:20.064563,24.4,62.7,0.0,0.0,84,0.1,47.7,0.0,0,0.0
W1260,2024-12-03 17:04:20.064563,30.6,58.6,0.0,0.0,55,0.8,13.3,0.0,0,0.0
W1261,2025-07-01 17:04:20.064563,25.8,65.6,0.0,0.0,76,0.9,57.0,0.0,0,0.0
W1262,2024-12-04 17:04:20.064563,30.4,63.9,0.0,0.0,32,1.4,28.0,0.0,0,0.0
W1263,2026-01-29 17:04:20.064563,15.8,72.6,2.7,2.7,60,0.2,10.8,0.0,0,0.0
W1264,2024-03-27 17:04:20.064563,26.7,73.1,9.7,9.7,48,0.3,47.4,0.0,0,0.0
W1265,2025-07-07 17:04:20.064563,10.9,100.0,0.0,0.0,79,0.0,4.5,0.0,0,0.0
W1266,2025-01-06 17:04:20.064563,23.9,77.0,0.0,0.0,70,0.0,12.0,0.0,0,0.0
W1267,2026-02-09 17:04:20.064563,16.0,94.1,0.0,0.0,59,0.0,21.9,0.0,0,0.0
W1268,2025-09-28 17:04:20.064563,17.6,94.5,0.0,0.0,48,0.0,99.1,0.0,0,0.0
W1269,2024-08-26 17:04:20.064563,37.4,66.3,0.0,0.0,47,0.3,80.8,4.799999999999997,1,48.38
W1270,2024-06-01 17:04:20.064563,35.9,74.8,1.1,1.1,45,0.0,54.2,3.2159999999999958,0,0.0
W1271,2025-06-13 17:04:20.064563,31.1,58.4,0.2,0.2,26,2.0,23.3,0.0,0,0.0
W1272,2025-03-06 17:04:20.064563,14.1,81.7,0.0,0.0,87,0.0,51.9,0.0,0,0.0
W1273,2025-11-09 17:04:20.064563,21.8,85.1,0.0,0.0,72,0.0,64.9,0.0,0,0.0
W1274,2025-01-18 17:04:20.064563,37.1,61.4,3.5,3.5,49,0.0,0.5,4.200000000000003,0,0.0
W1275,2026-01-01 17:04:20.064563,26.4,78.1,0.0,0.0,67,0.0,98.8,0.0,0,0.0
W1276,2025-05-26 17:04:20.064563,45.0,61.4,0.0,0.0,65,0.4,62.7,20.0,1,444.2
W1277,2026-02-22 17:04:20.064563,28.9,66.7,0.0,0.0,30,0.0,98.8,0.0,0,0.0
W1278,2024-11-29 17:04:20.064563,26.9,73.9,6.9,6.9,48,0.0,46.9,0.0,0,0.0
W1279,2025-06-28 17:04:20.064563,21.9,67.3,0.0,0.0,74,0.1,62.4,0.0,1,44.29
W1280,2025-01-21 17:04:20.064563,26.3,91.9,0.0,0.0,35,0.1,46.1,0.0,0,0.0
W1281,2024-10-07 17:04:20.064563,23.5,71.4,3.8,3.8,15,1.9,0.9,0.0,0,0.0
W1282,2025-04-15 17:04:20.064563,32.1,58.8,0.0,0.0,24,0.2,85.0,0.0,0,0.0
W1283,2025-07-25 17:04:20.064563,34.6,54.7,0.0,0.0,45,0.2,44.9,0.0,0,0.0
W1284,2024-07-05 17:04:20.064563,17.1,77.8,0.0,0.0,22,0.0,47.1,0.0,0,0.0
W1285,2024-11-15 17:04:20.064563,11.7,85.2,0.2,0.2,42,0.0,36.0,0.0,0,0.0
W1286,2025-04-12 17:04:20.064563,6.6,94.8,0.0,0.0,32,0.1,43.3,0.0,0,0.0
W1287,2025-10-24 17:04:20.064563,30.1,51.2,6.1,6.1,32,0.0,72.6,0.0,0,0.0
W1288,2025-03-20 17:04:20.064563,14.0,81.2,0.0,0.0,34,0.0,70.1,0.0,0,0.0
W1289,2025-10-27 17:04:20.064563,3.5,100.0,0.0,0.0,43,0.0,80.8,0.0,0,0.0
W1290,2025-01-14 17:04:20.064563,28.9,74.0,0.0,0.0,55,0.6,97.5,0.0,0,0.0
W1291,2026-03-04 17:04:20.064563,45.0,51.8,0.0,0.0,23,0.0,39.1,20.0,1,411.1
W1292,2025-01-14 17:04:20.064563,24.9,84.4,0.0,0.0,48,0.7,33.9,0.0,1,37.58
W1293,2024-04-09 17:04:20.064563,33.4,78.3,0.0,0.0,25,0.4,49.4,1.410999999999999,0,0.0
W1294,2026-01-21 17:04:20.064563,25.8,53.6,0.0,0.0,41,1.4,15.4,0.0,0,0.0
W1295,2025-04-27 17:04:20.064563,24.0,61.7,0.3,0.3,38,0.0,75.8,0.0,0,0.0
W1296,2024-12-24 17:04:20.064563,34.2,50.7,0.9,0.9,45,1.3,58.1,0.0,0,0.0
W1297,2024-03-26 17:04:20.064563,22.1,72.2,4.4,4.4,35,0.2,21.1,0.0,0,0.0
W1298,2025-10-18 17:04:20.064563,27.7,65.5,0.0,0.0,64,0.0,86.4,0.0,0,0.0
W1299,2026-02-18 17:04:20.064563,28.2,63.2,0.0,0.0,38,0.0,61.9,0.0,0,0.0
W1300,2024-05-07 17:04:20.064563,18.3,84.7,0.0,0.0,26,0.4,3.4,0.0,0,0.0
W1301,2025-11-28 17:04:20.064563,34.9,58.0,1.6,1.6,53,0.0,19.7,0.0,0,0.0
W1302,2025-08-08 17:04:20.064563,23.3,67.9,0.0,0.0,44,0.0,89.1,0.0,0,0.0
W1303,2025-01-05 17:04:20.064563,17.4,62.1,8.0,8.0,38,0.8,38.1,0.0,0,0.0
W1304,2024-11-08 17:04:20.064563,30.4,54.5,0.0,0.0,34,0.0,98.4,0.0,0,0.0
W1305,2025-11-29 17:04:20.064563,16.0,80.5,5.1,5.1,15,0.3,53.0,0.0,0,0.0
W1306,2025-03-13 17:04:20.064563,25.3,69.6,1.7,1.7,77,1.5,20.8,0.0,0,0.0
W1307,2024-10-28 17:04:20.064563,24.9,61.3,0.0,0.0,23,0.6,59.4,0.0,0,0.0
W1308,2025-12-29 17:04:20.064563,35.9,51.3,0.0,0.0,15,0.0,10.2,1.7999999999999972,0,0.0
W1309,2024-09-28 17:04:20.064563,29.7,54.1,0.0,0.0,48,0.0,80.8,0.0,0,0.0
W1310,2025-12-13 17:04:20.064563,24.7,71.6,0.0,0.0,15,0.1,62.8,0.0,0,0.0
W1311,2024-11-29 17:04:20.064563,33.2,49.5,0.0,0.0,25,2.1,96.4,0.0,0,0.0
W1312,2026-02-10 17:04:20.064563,38.9,43.2,0.0,0.0,35,0.0,69.0,7.799999999999997,0,0.0
W1313,2026-01-22 17:04:20.064563,30.6,51.0,0.0,0.0,29,0.2,4.9,0.0,0,0.0
W1314,2026-02-13 17:04:20.064563,25.1,70.8,0.0,0.0,25,1.4,47.6,0.0,0,0.0
W1315,2024-08-05 17:04:20.064563,11.9,83.5,0.0,0.0,63,0.6,53.1,0.0,0,0.0
W1316,2025-12-21 17:04:20.064563,14.3,97.5,0.0,0.0,29,0.0,91.7,0.0,0,0.0
W1317,2024-06-25 17:04:20.064563,21.9,81.1,2.1,2.1,15,0.0,43.2,0.0,0,0.0
W1318,2025-12-20 17:04:20.064563,18.9,80.9,0.0,0.0,50,1.5,59.4,0.0,0,0.0
W1319,2026-01-08 17:04:20.064563,23.1,67.3,5.4,5.4,15,0.0,18.6,0.0,0,0.0
W1320,2024-04-27 17:04:20.064563,25.6,75.5,1.6,1.6,24,0.0,24.5,0.0,0,0.0
W1321,2025-01-28 17:04:20.064563,30.3,71.5,0.7,0.7,15,0.3,54.9,0.022500000000000055,0,0.0
W1322,2025-06-12 17:04:20.064563,24.3,75.0,0.2,0.2,33,1.4,69.7,0.0,0,0.0
W1323,2024-04-21 17:04:20.064563,29.9,81.2,9.1,9.1,15,0.4,43.5,0.0,0,0.0
W1324,2025-11-01 17:04:20.064563,25.6,76.1,0.4,0.4,27,0.0,43.3,0.0,0,0.0
W1325,2025-03-26 17:04:20.064563,5.2,100.0,0.6,0.6,29,0.2,25.6,0.0,1,58.09
W1326,2024-07-30 17:04:20.064563,15.6,87.9,1.4,1.4,41,0.1,69.8,0.0,1,35.3
W1327,2024-06-18 17:04:20.064563,23.6,81.4,2.9,2.9,35,0.0,0.5,0.0,0,0.0
W1328,2025-01-14 17:04:20.064563,12.9,82.7,0.0,0.0,15,0.1,51.3,0.0,0,0.0
W1329,2025-02-15 17:04:20.064563,31.0,58.9,1.4,1.4,15,0.0,0.4,0.0,0,0.0
W1330,2025-05-17 17:04:20.064563,40.3,53.0,3.9,3.9,37,0.0,59.3,10.599999999999994,1,135.95
W1331,2024-09-13 17:04:20.064563,37.2,57.6,0.0,0.0,15,0.6,3.1,4.400000000000006,0,0.0
W1332,2024-10-09 17:04:20.064563,22.9,80.8,3.1,3.1,29,0.0,94.0,0.0,0,0.0
W1333,2024-07-31 17:04:20.064563,39.9,61.1,0.0,0.0,42,0.0,47.8,9.799999999999997,0,0.0
W1334,2025-09-21 17:04:20.064563,26.5,56.0,0.0,0.0,15,0.0,68.4,0.0,0,0.0
W1335,2025-03-27 17:04:20.064563,21.6,67.8,0.0,0.0,16,0.0,85.4,0.0,0,0.0
W1336,2025-09-12 17:04:20.064563,18.9,84.0,0.0,0.0,40,0.0,23.5,0.0,0,0.0
W1337,2025-08-13 17:04:20.064563,22.0,69.8,0.0,0.0,21,0.0,54.0,0.0,0,0.0
W1338,2024-12-22 17:04:20.064563,21.1,100.0,0.0,0.0,16,0.0,86.3,0.0,0,0.0
W1339,2024-09-02 17:04:20.064563,26.7,75.1,0.0,0.0,40,0.2,53.8,0.0,0,0.0
W1340,2024-12-06 17:04:20.064563,26.6,69.3,1.6,1.6,42,1.4,39.3,0.0,0,0.0
W1341,2025-07-24 17:04:20.064563,25.0,67.3,0.0,0.0,15,0.8,36.9,0.0,0,0.0
W1342,2025-01-14 17:04:20.064563,29.4,61.1,10.2,10.2,38,0.0,38.4,2.55,0,0.0
W1343,2025-02-27 17:04:20.064563,36.9,54.9,0.0,0.0,15,0.0,61.5,3.799999999999997,0,0.0
W1344,2024-07-13 17:04:20.064563,34.5,59.4,0.0,0.0,15,0.0,4.6,0.0,0,0.0
W1345,2025-07-10 17:04:20.064563,10.2,90.2,0.0,0.0,15,0.0,41.5,0.0,0,0.0
W1346,2024-06-03 17:04:20.064563,-0.5,100.0,0.0,0.8,15,0.0,56.1,1.5,0,0.0
W1347,2024-08-09 17:04:20.064563,34.3,71.9,0.0,0.0,16,0.1,78.6,0.408500000000001,0,0.0
W1348,2024-11-04 17:04:20.064563,11.3,100.0,4.9,4.9,15,1.7,53.0,0.0,0,0.0
W1349,2026-02-08 17:04:20.064563,22.8,78.4,1.4,1.4,15,0.0,92.6,0.0,0,0.0
W1350,2026-02-06 17:04:20.064563,13.3,76.6,0.0,0.0,17,0.0,44.4,0.0,0,0.0
W1351,2025-04-28 17:04:20.064563,7.0,100.0,0.0,0.0,15,0.0,65.1,0.0,0,0.0
W1352,2025-10-09 17:04:20.064563,30.4,79.9,0.0,0.0,34,0.0,1.8,0.19799999999999943,0,0.0
W1353,2025-03-27 17:04:20.064563,32.6,74.8,0.0,0.0,21,1.3,23.8,0.6239999999999999,0,0.0
W1354,2024-06-18 17:04:20.064563,19.2,88.5,0.0,0.0,16,0.0,81.5,0.0,0,0.0
W1355,2025-04-26 17:04:20.064563,-0.9,100.0,0.0,6.8,19,0.0,58.6,2.7,0,0.0
W1356,2024-04-01 17:04:20.064563,19.5,81.2,0.0,0.0,43,0.8,94.6,0.0,0,0.0
W1357,2024-12-13 17:04:20.064563,28.9,72.9,0.0,0.0,15,0.0,75.3,0.0,0,0.0
W1358,2025-09-18 17:04:20.064563,10.2,87.9,0.0,0.0,15,0.6,45.0,0.0,0,0.0
W1359,2024-07-22 17:04:20.064563,26.8,72.7,0.0,0.0,15,0.0,77.9,0.0,0,0.0
W1360,2025-06-26 17:04:20.064563,24.8,86.0,0.0,0.0,15,1.0,46.8,0.0,0,0.0
W1361,2025-03-30 17:04:20.064563,30.8,57.9,0.0,0.0,29,0.0,33.0,0.0,0,0.0
W1362,2026-02-04 17:04:20.064563,26.2,62.1,0.0,0.0,37,0.0,4.7,0.0,0,0.0
W1363,2026-02-04 17:04:20.064563,15.3,88.1,0.0,0.0,53,0.6,86.6,0.0,1,20.9
W1364,2024-12-11 17:04:20.064563,37.0,52.3,0.0,0.0,34,0.0,41.9,4.0,0,0.0
W1365,2025-11-06 17:04:20.064563,23.4,81.4,0.0,0.0,15,0.0,68.5,0.0,0,0.0
W1366,2025-04-12 17:04:20.064563,24.7,68.4,0.0,0.0,15,0.0,15.3,0.0,0,0.0
W1367,2025-12-31 17:04:20.064563,15.7,100.0,10.4,10.4,15,0.0,82.9,2.6,0,0.0
W1368,2025-04-02 17:04:20.064563,20.6,66.3,0.0,0.0,15,0.0,82.4,0.0,0,0.0
W1369,2024-07-06 17:04:20.064563,16.2,98.3,0.0,0.0,15,0.0,48.2,0.0,0,0.0
W1370,2026-02-07 17:04:20.064563,23.3,67.4,0.0,0.0,15,2.5,67.2,0.0,0,0.0
W1371,2024-11-12 17:04:20.064563,42.1,28.9,0.0,0.0,62,0.2,52.1,14.200000000000003,1,120.95
W1372,2025-07-13 17:04:20.064563,11.3,95.5,1.1,1.1,15,0.9,55.2,0.0,0,0.0
W1373,2024-04-12 17:04:20.064563,8.9,94.2,0.0,0.0,15,0.0,88.9,0.0,0,0.0
W1374,2025-12-12 17:04:20.064563,39.7,39.3,0.0,0.0,15,0.9,96.7,9.400000000000006,0,0.0
W1375,2025-10-13 17:04:20.064563,22.9,58.8,22.6,22.6,15,1.5,36.7,11.3,0,0.0
W1376,2025-02-16 17:04:20.064563,18.3,82.5,0.0,0.0,58,1.8,33.2,0.0,0,0.0
W1377,2025-12-02 17:04:20.064563,35.4,66.7,0.0,0.0,21,0.9,30.4,0.7999999999999972,0,0.0
W1378,2024-10-30 17:04:20.064563,18.9,87.4,1.9,1.9,18,1.8,77.1,0.0,0,0.0
W1379,2026-01-10 17:04:20.064563,43.3,45.7,0.0,0.0,44,0.3,72.3,16.599999999999994,1,96.12
W1380,2024-05-21 17:04:20.064563,31.8,67.1,0.0,0.0,17,1.9,4.4,0.0,0,0.0
W1381,2025-12-28 17:04:20.064563,20.1,79.5,2.2,2.2,25,1.6,8.8,0.0,0,0.0
W1382,2025-07-06 17:04:20.064563,45.0,28.2,0.0,0.0,37,0.0,64.6,20.0,1,374.62
W1383,2026-03-05 17:04:20.064563,18.9,67.4,0.0,0.0,15,0.0,27.5,0.0,0,0.0
W1384,2025-01-21 17:04:20.064563,32.4,59.3,0.0,0.0,51,1.7,9.2,0.0,0,0.0
W1385,2026-01-11 17:04:20.064563,28.0,66.4,0.0,0.0,15,1.5,41.4,0.0,0,0.0
W1386,2025-05-10 17:04:20.064563,38.0,61.5,0.0,0.0,15,1.0,87.7,6.0,0,0.0
W1387,2024-07-15 17:04:20.064563,40.6,56.7,0.0,0.0,23,3.1,36.6,11.200000000000003,1,84.37
W1388,2024-08-08 17:04:20.064563,25.3,78.1,0.0,0.0,40,3.1,69.6,0.0,0,0.0
W1389,2024-05-03 17:04:20.064563,17.5,81.0,0.0,0.0,35,2.2,90.1,0.0,0,0.0
W1390,2024-04-25 17:04:20.064563,29.6,51.8,0.0,0.0,20,3.2,16.9,0.0,0,0.0
W1391,2025-01-23 17:04:20.064563,18.2,86.8,0.4,0.4,27,2.0,61.0,0.0,0,0.0
W1392,2025-08-04 17:04:20.064563,45.0,47.8,0.5,0.5,42,1.9,90.8,20.0,1,343.52
W1393,2024-07-14 17:04:20.064563,26.4,46.6,0.0,0.0,22,3.4,19.3,0.0,0,0.0
W1394,2024-06-25 17:04:20.064563,21.3,69.6,0.0,0.0,15,1.8,98.9,0.0,0,0.0
W1395,2024-11-13 17:04:20.064563,26.8,62.8,0.0,0.0,15,3.4,36.5,0.0,0,0.0
W1396,2025-09-19 17:04:20.064563,11.5,93.9,8.5,8.5,24,3.3,21.8,0.0,0,0.0
W1397,2024-08-03 17:04:20.064563,15.3,79.0,0.0,0.0,15,1.7,83.8,0.0,0,0.0
W1398,2025-04-19 17:04:20.064563,37.0,54.1,0.0,0.0,15,3.2,46.8,4.0,1,47.03
W1399,2025-06-25 17:04:20.064563,18.4,80.2,0.0,0.0,17,2.4,67.1,0.0,0,0.0
W1400,2025-04-01 17:04:20.064563,14.5,86.6,5.7,5.7,15,4.5,49.0,0.0,0,0.0
W1401,2026-02-02 17:04:20.064563,30.4,57.3,0.0,0.0,41,2.4,64.4,0.0,0,0.0
W1402,2026-03-01 17:04:20.064563,36.9,48.3,0.0,0.0,15,7.1,3.5,3.799999999999997,0,0.0
W1403,2025-09-22 17:04:20.064563,32.2,50.9,0.0,0.0,31,5.3,35.0,0.0,0,0.0
W1404,2025-05-21 17:04:20.064563,35.0,61.4,0.0,0.0,48,1.9,65.7,0.0,0,0.0
W1405,2025-11-09 17:04:20.064563,17.4,89.6,5.8,5.8,15,5.1,35.1,0.0,0,0.0
W1406,2024-08-23 17:04:20.064563,10.8,86.1,0.0,0.0,27,2.8,77.6,0.0,0,0.0
W1407,2025-05-16 17:04:20.064563,40.0,65.2,0.0,0.0,15,3.1,96.1,10.0,1,130.1
W1408,2026-01-17 17:04:20.064563,21.8,74.2,0.0,0.0,44,6.5,3.7,0.0,0,0.0
W1409,2024-06-27 17:04:20.064563,22.5,91.6,0.9,0.9,41,2.1,85.5,0.0,0,0.0
W1410,2025-08-01 17:04:20.064563,38.3,46.2,0.0,0.0,26,4.3,16.9,6.599999999999994,0,0.0
W1411,2025-12-08 17:04:20.064563,30.6,43.9,1.1,1.1,15,3.6,91.7,0.0,0,0.0
W1412,2025-05-09 17:04:20.064563,29.6,69.7,2.7,2.7,35,2.5,94.7,0.0,0,0.0
W1413,2024-12-29 17:04:20.064563,45.0,45.0,0.0,0.0,23,1.7,56.9,20.0,1,304.39
W1414,2024-04-20 17:04:20.064563,18.6,82.5,3.8,3.8,15,5.2,47.9,0.0,0,0.0
W1415,2026-02-22 17:04:20.064563,34.3,52.2,0.0,0.0,44,3.9,75.8,0.0,0,0.0
W1416,2025-04-01 17:04:20.064563,25.6,71.3,0.0,0.0,52,3.1,91.8,0.0,0,0.0
W1417,2024-10-26 17:04:20.064563,27.7,63.4,0.0,0.0,56,5.3,23.2,0.0,0,0.0
W1418,2025-06-15 17:04:20.064563,40.3,46.5,1.4,1.4,15,7.1,38.2,10.599999999999994,1,141.59
W1419,2025-06-16 17:04:20.064563,30.1,73.3,0.0,0.0,15,5.8,41.8,0.01650000000000022,0,0.0
W1420,2024-11-14 17:04:20.064563,30.4,66.3,4.0,4.0,15,2.7,84.6,0.0,0,0.0
W1421,2025-03-24 17:04:20.064563,35.7,62.5,10.7,10.7,20,6.0,13.7,4.0750000000000055,0,0.0
W1422,2024-06-27 17:04:20.064563,21.4,75.7,0.0,0.0,15,5.6,62.3,0.0,0,0.0
W1423,2026-02-18 17:04:20.064563,16.6,81.7,3.7,3.7,15,6.5,35.1,0.0,0,0.0
W1424,2025-03-29 17:04:20.064563,14.6,76.6,0.0,0.0,47,2.1,88.6,0.0,0,0.0
W1425,2025-09-26 17:04:20.064563,5.3,98.3,0.2,0.2,25,5.0,34.0,0.0,0,0.0
W1426,2026-01-07 17:04:20.064563,45.0,20.0,0.0,0.0,45,2.3,97.8,20.0,1,262.48
W1427,2025-03-20 17:04:20.064563,14.0,83.1,0.0,0.0,34,7.3,1.6,0.0,0,0.0
W1428,2024-05-19 17:04:20.064563,22.8,75.0,0.0,0.0,30,5.1,24.0,0.0,0,0.0
W1429,2025-04-29 17:04:20.064563,22.2,82.3,0.0,0.0,33,6.9,45.7,0.0,0,0.0
W1430,2024-12-25 17:04:20.064563,28.1,65.2,0.0,0.0,28,7.4,25.6,0.0,0,0.0
W1431,2024-09-28 17:04:20.064563,33.2,63.7,0.0,0.0,26,4.2,73.7,0.0,0,0.0
W1432,2024-07-21 17:04:20.064563,33.6,37.8,0.5,0.5,15,2.9,81.5,0.0,0,0.0
W1433,2025-06-26 17:04:20.064563,19.2,80.7,0.0,0.0,46,3.9,69.8,0.0,0,0.0
W1434,2024-06-19 17:04:20.064563,23.3,58.2,7.3,7.3,47,4.2,97.0,0.0,0,0.0
W1435,2026-01-25 17:04:20.064563,27.8,56.2,0.0,0.0,27,6.5,45.6,0.0,0,0.0
W1436,2024-10-21 17:04:20.064563,22.5,74.4,0.0,0.0,75,3.7,98.0,0.0,0,0.0
W1437,2026-01-04 17:04:20.064563,41.1,61.2,1.1,1.1,43,4.4,12.5,12.200000000000003,1,98.91
W1438,2026-01-01 17:04:20.064563,29.9,68.8,0.0,0.0,44,5.0,84.6,0.0,0,0.0
W1439,2025-11-19 17:04:20.064563,32.3,61.7,12.1,12.1,28,5.3,3.8,3.025,0,0.0
W1440,2024-04-08 17:04:20.064563,31.6,62.4,0.0,0.0,59,3.4,53.2,0.0,0,0.0
W1441,2024-05-08 17:04:20.064563,36.7,47.8,1.4,1.4,28,6.7,48.4,3.4000000000000057,0,0.0
W1442,2025-02-22 17:04:20.064563,26.8,64.3,0.0,0.0,51,3.2,85.6,0.0,0,0.0
W1443,2024-11-22 17:04:20.064563,12.0,96.2,1.4,1.4,59,5.2,70.1,0.0,0,0.0
W1444,2024-07-24 17:04:20.064563,29.0,52.7,0.0,0.0,34,6.1,44.1,0.0,0,0.0
W1445,2025-10-17 17:04:20.064563,18.5,88.2,0.0,0.0,42,3.5,89.6,0.0,0,0.0
W1446,2024-10-14 17:04:20.064563,19.7,76.5,0.2,0.2,27,4.5,88.6,0.0,0,0.0
W1447,2024-05-27 17:04:20.064563,30.9,72.0,0.0,0.0,33,7.2,2.5,0.08999999999999986,0,0.0
W1448,2025-10-06 17:04:20.064563,37.4,63.5,0.0,0.0,36,4.5,87.1,4.799999999999997,0,0.0
W1449,2024-10-16 17:04:20.064563,25.2,55.5,5.5,5.5,15,5.4,52.7,0.0,0,0.0
W1450,2025-11-08 17:04:20.064563,28.1,62.1,0.0,0.0,43,4.1,83.9,0.0,0,0.0
W1451,2024-10-25 17:04:20.064563,42.0,38.4,5.4,5.4,41,6.5,18.1,14.0,1,75.54
W1452,2024-11-11 17:04:20.064563,27.4,50.8,13.3,13.3,27,6.4,15.1,3.325,0,0.0
W1453,2025-02-17 17:04:20.064563,45.0,32.2,0.4,0.4,29,5.9,72.2,20.0,1,366.96
W1454,2024-08-16 17:04:20.064563,30.7,88.4,0.0,0.0,34,6.4,27.5,0.6439999999999995,0,0.0
W1455,2025-11-18 17:04:20.064563,7.4,100.0,6.5,6.5,51,4.6,55.9,0.0,0,0.0
W1456,2024-03-20 17:04:20.064563,32.5,80.4,0.0,0.0,35,4.8,68.9,1.3000000000000007,1,35.29
W1457,2024-12-26 17:04:20.064563,28.8,75.1,0.0,0.0,64,5.0,61.0,0.0,0,0.0
W1458,2024-08-13 17:04:20.064563,37.9,45.7,0.0,0.0,34,4.8,69.9,5.799999999999997,0,0.0
